gyt: 4834,13982
ljcdtc: 12742,15566
shyboy: 25081,37539
不想上线: 12393,19867
ˉ聪聪小神 、: 34881,34887
hxjzrf: 41447,41448
橘子: 26239,30994
1231: 19170,26348
1234: 9917,24550
冰枫一笑: 38002,42858
qiqi: 16616,44723
Ed: 4030,26855
逆天: 969,16647
天堂: 4145,7747,12531
超人归来: 21488,25273
lc: 5566,8972,8986,11352,11392,33198
yb: 41872,46858
lh: 11096,15555
li: 587,25141,34728
lj: 8028,17775,34749
yh: 1686,1988,13794
ll: 238,5946,19248,21083,26773
yk: 1703,36112
Kira: 13351,14003
肥仔: 12812,14670
三七二十一: 12351,24165
ls: 17492,17495,28736
Γ战士: 11400,11430
落叶: 2763,8313,21132,31415,35950
yu: 5642,9729,9737,18395,23251,25765,28151,37540
lx: 7703,17365,20720,25464
ly: 40635,41292,45375,45394
evenzhu: 30918,31428
yy: 606,7236,7402,9686,11811,18079,18865,28183,28197,28752,33086,34614,37262,37711,38244,38551,39963,40257,40503,40696,40829,42866,45066
popeye: 7635,17288
sorrow: 39672,40221,42690
邪灵风: 15327,15332
feel_xoxo: 15795,15801
ggyy: 5786,33840
小爱: 18200,41722,42975
诸葛子晓: 46047,46049
sun_risn: 10079,10093
maria: 30578,30598
蒲公英: 306,4151,18482
诛神之嗜: 12558,12587
强袭: 38323,39508
MrPangispig: 10197,10230
小菜鸟: 2004,2659,16397,35775
追寻记忆: 45661,46122
Storm: 23214,26098,42010
don: 23392,33464
LHY: 18820,23747
走你妈b遍天下: 12918,12956
缄默: 17223,17231,34127
Love_dota: 12770,12819,16558
fake: 30264,31783,31787
晴天: 5602,11312,22103,24967
陌下: 8856,8858
zhaobing: 20684,22140
yiyayiya: 40910,40916
雨过天晴: 26823,32933,37201
花落、随风: 39638,39640
kfc: 24670,26421,43638
阴沉小雨: 11861,11869
wsx: 32436,32438,32439
小青: 34206,35786
星魂: 41510,42296
花心不是错。: 23222,23227
lvsuoben: 524,526
落羽: 3532,13605
灰机: 20986,30970
独爱DOTA: 12808,12815
黑白世界: 8664,39425
gank到底才是王道: 35091,43593
daxiong: 28571,44471
我来看看: 5442,6526
东方不败: 5834,7643
冷水泡面: 19608,19612
只爱戒戒: 4130,4135
YX图的就是好玩: 33747,36724
Freedom: 18288,39560,43185
涛哥无敌: 13490,38451
Neil: 17261,39480
蛋定: 1962,11904
石头: 681,2820,5250,10595,10988,11279,11633,31449,32356,37770,39755,44627,45305
CCTV_524: 26299,26303
Dota: 14592,30933
月曜使者: 33336,40352
Dark Blue: 39065,39070
spotts: 23375,23378
小金鱼: 13898,43074
chang: 496,497
tscjust: 14928,14937
Death: 17015,27204,33708,44927
会飞的猫: 38624,38631
yao: 29054,37459,42481
ぺ壞ズDe岢薆: 27254,27255
紫电青霜: 36832,41325
达文西: 10501,10559,36672
一般没啥昵称: 6442,6445
Dreamy: 13702,13746
呵呵: 4969,11103,11134,24875,25335,26953,28771,29656,35198,44462,45605,45936
Cyoka: 30088,30092
叨叨: 4773,8544
木糖醇: 707,708,709
启程: 9508,9531,41411
man: 11985,13454,32845
aaa: 9965,11489,19376,29053,31258,32672,34326,36428,37291,37319,37934,37935,39623
max: 6839,30850
may: 14429,37228,41449
popop0p0popo: 16976,28841
lovelove: 3091,30172
SEVEN: 4716,42486
imba.com: 12133,12297
小怪兽: 34093,34157
yoyo: 33136,33591,35972,37995,41567
saga: 13758,27521
ans: 27585,28414
西红柿炒番茄: 35396,40569
Frank: 8290,11999,16957,42952,43067
321321: 24873,26504
ted: 46919,46924
Shmily: 3300,28249,33665
滔滔: 1053,37576
奶茶: 15601,18180
leaves: 27712,39599
superanna: 43759,43760
nevermore: 3239,11345,16928,26602,42006
fsy14091007: 12939,13009
月夜的死神: 9615,9648
feng: 10626,16870,25399,27553,38029,42118
小鱼儿: 26680,26684,34477,42752
D~FOR: 11606,17514
光辉岁月: 5016,45459
小木: 33069,38625
sm@ll: 31943,35085
xinglong: 33863,33980
fighter: 40050,42573
苹果: 2634,6939,13446
逸小小: 913,31170
dangerous: 10105,28948,39224
海涛FANS: 2033,24309,32165,44309
dat
